annual_income,loan_amount,credit_score,employment_years,dti_ratio,age,num_credit_lines,savings_balance,loan_purpose,home_ownership,education,loan_to_income,savings_to_loan,approved
98100,115200,634,9,29.6,42,2,990,debt_consolidation,rent,high_school,1.174,0.009,0
191800,78800,668,2,16.8,27,5,1650,medical,rent,bachelors,0.411,0.021,1
41600,82700,700,4,42.9,40,8,125860,other,mortgage,some_college,1.988,1.522,0
103400,74900,723,1,18.7,25,2,840,debt_consolidation,mortgage,high_school,0.724,0.011,1
60500,52500,625,5,19.7,33,5,680,home_improvement,rent,bachelors,0.868,0.013,0
50600,36300,771,9,23.4,18,8,12730,major_purchase,rent,high_school,0.717,0.351,1
65800,73300,749,5,27.7,33,5,1120,other,mortgage,bachelors,1.114,0.015,1
55700,47400,750,12,19.0,31,6,60420,education,own,bachelors,0.851,1.275,1
56900,195400,703,4,65.0,48,1,225990,home_improvement,rent,high_school,3.434,1.157,0
45100,153200,772,3,65.0,37,4,3510,other,own,bachelors,3.397,0.023,0
28900,93200,793,4,65.0,39,6,7580,debt_consolidation,rent,high_school,3.225,0.081,1
27000,78000,709,10,65.0,37,5,380,debt_consolidation,mortgage,bachelors,2.889,0.005,0
72700,56300,675,18,11.6,34,6,20830,home_improvement,own,high_school,0.774,0.37,1
47800,24800,761,22,16.3,41,5,210,medical,rent,high_school,0.519,0.008,1
41400,51500,608,9,34.2,35,4,750,debt_consolidation,mortgage,high_school,1.244,0.015,1
54400,64300,623,11,29.3,28,5,5800,medical,mortgage,some_college,1.182,0.09,0
77500,70300,680,1,21.8,35,3,10580,debt_consolidation,mortgage,some_college,0.907,0.15,0
58800,83200,536,2,33.4,34,3,620,debt_consolidation,rent,some_college,1.415,0.007,0
40300,114100,755,3,62.9,46,3,2300,other,mortgage,bachelors,2.831,0.02,0
94100,36900,603,15,23.6,45,5,480,major_purchase,rent,high_school,0.392,0.013,1
110300,37100,644,15,18.3,31,3,3150,home_improvement,other,high_school,0.336,0.085,1
67700,165300,666,26,49.9,37,3,1600,medical,mortgage,high_school,2.442,0.01,1
84000,102700,688,3,29.1,41,3,2020,home_improvement,own,bachelors,1.223,0.02,1
94700,45500,655,5,15.7,42,2,12230,debt_consolidation,mortgage,bachelors,0.48,0.269,1
90100,55500,679,1,15.6,56,5,7290,home_improvement,mortgage,bachelors,0.616,0.131,1
71400,55700,679,1,21.4,37,4,10780,other,mortgage,bachelors,0.78,0.194,1
70900,61200,647,5,22.4,50,2,4100,debt_consolidation,mortgage,bachelors,0.863,0.067,0
68400,83400,619,3,25.1,25,5,13410,debt_consolidation,mortgage,high_school,1.219,0.161,1
33100,353100,776,3,65.0,30,5,4680,medical,rent,bachelors,10.668,0.013,0
74300,68400,506,3,26.3,39,4,2470,home_improvement,rent,high_school,0.921,0.036,0
29400,95200,667,16,63.7,45,4,10920,debt_consolidation,rent,bachelors,3.238,0.115,0
37900,18400,645,13,17.3,40,6,2720,home_improvement,mortgage,bachelors,0.485,0.148,1
97400,42600,720,2,12.0,44,6,3100,other,mortgage,high_school,0.437,0.073,1
79100,141500,561,13,38.0,44,8,21930,debt_consolidation,rent,some_college,1.789,0.155,0
105800,79300,642,3,24.2,24,10,19220,debt_consolidation,rent,high_school,0.75,0.242,1
47900,96000,676,1,46.0,46,10,3240,home_improvement,mortgage,bachelors,2.004,0.034,0
32300,229300,775,3,65.0,38,3,16680,home_improvement,own,some_college,7.099,0.073,0
48600,14800,713,7,14.7,44,7,820,debt_consolidation,rent,some_college,0.305,0.055,0
56700,173400,584,2,62.8,36,4,3270,major_purchase,mortgage,some_college,3.058,0.019,0
56100,8600,643,9,6.8,42,4,1720,home_improvement,mortgage,bachelors,0.153,0.2,1
90200,115500,760,4,30.4,50,6,4900,major_purchase,own,bachelors,1.28,0.042,0
46000,59500,582,8,33.0,35,5,13740,home_improvement,mortgage,bachelors,1.293,0.231,0
63500,11600,678,2,12.5,41,2,10700,debt_consolidation,own,graduate,0.183,0.922,1
34700,81800,684,6,43.7,51,4,8840,debt_consolidation,own,high_school,2.357,0.108,0
66300,134000,652,3,45.0,36,5,5960,education,mortgage,high_school,2.021,0.044,1
54300,77200,649,5,33.7,25,6,3930,major_purchase,rent,bachelors,1.422,0.051,0
38700,90200,723,21,42.4,45,4,26410,debt_consolidation,rent,high_school,2.331,0.293,0
48700,44900,619,4,21.4,53,5,560,major_purchase,mortgage,bachelors,0.922,0.012,0
49900,16300,729,2,15.8,52,1,1930,debt_consolidation,mortgage,graduate,0.327,0.118,1
48000,97200,759,6,50.0,45,3,8740,education,own,some_college,2.025,0.09,1
120200,203800,635,6,32.0,31,7,41730,major_purchase,rent,high_school,1.696,0.205,1
51800,132000,680,6,57.8,31,3,3030,debt_consolidation,own,graduate,2.548,0.023,0
48500,14900,608,9,6.0,38,3,3410,debt_consolidation,rent,some_college,0.307,0.229,1
21100,20700,587,4,31.2,56,7,810,debt_consolidation,rent,high_school,0.981,0.039,0
36200,33100,773,10,23.5,26,8,2300,debt_consolidation,rent,some_college,0.914,0.069,1
48100,19600,637,6,12.5,62,6,13250,home_improvement,mortgage,high_school,0.407,0.676,0
39800,61800,479,1,37.4,33,4,44850,debt_consolidation,rent,high_school,1.553,0.726,0
100900,78900,835,11,18.2,29,2,3260,major_purchase,own,high_school,0.782,0.041,1
50300,22000,616,7,17.9,47,8,1610,home_improvement,rent,some_college,0.437,0.073,0
96700,103200,664,9,26.7,48,5,5420,debt_consolidation,rent,some_college,1.067,0.053,0
55700,91200,824,2,22.2,45,5,510,debt_consolidation,rent,bachelors,1.637,0.006,1
55100,40800,672,11,18.1,29,2,27720,debt_consolidation,rent,some_college,0.74,0.679,1
52100,53100,671,25,27.1,43,6,880,home_improvement,other,bachelors,1.019,0.017,1
54300,15300,580,1,17.3,26,3,7630,major_purchase,mortgage,bachelors,0.282,0.499,1
117400,47400,546,12,16.6,29,4,7470,debt_consolidation,mortgage,high_school,0.404,0.158,1
19100,60200,670,7,65.0,36,5,11840,debt_consolidation,own,high_school,3.152,0.197,0
22000,67400,715,6,59.6,28,4,7030,other,own,bachelors,3.064,0.104,0
42400,78100,710,11,44.1,49,12,4930,home_improvement,own,high_school,1.842,0.063,1
54500,71000,644,10,34.4,31,3,8960,home_improvement,own,some_college,1.303,0.126,0
73900,49800,686,14,13.6,35,1,15810,debt_consolidation,own,high_school,0.674,0.317,1
67000,73200,528,2,32.1,28,3,60780,debt_consolidation,mortgage,some_college,1.093,0.83,0
45600,120700,724,15,57.0,49,8,1050,major_purchase,mortgage,some_college,2.647,0.009,0
85700,56000,698,8,18.6,30,7,370,major_purchase,rent,bachelors,0.653,0.007,0
86100,74800,685,1,22.4,50,2,560,debt_consolidation,mortgage,bachelors,0.869,0.007,1
58900,52600,604,4,19.9,49,2,390,debt_consolidation,rent,some_college,0.893,0.007,1
83500,38100,680,7,18.7,33,3,920,home_improvement,mortgage,some_college,0.456,0.024,1
61200,86300,657,4,34.6,38,3,770,debt_consolidation,own,some_college,1.41,0.009,1
42100,40600,721,5,27.7,32,5,2740,other,rent,high_school,0.964,0.067,1
74200,78500,687,3,27.4,44,6,16270,home_improvement,rent,bachelors,1.058,0.207,1
56900,61100,577,34,28.2,35,5,11810,education,mortgage,some_college,1.074,0.193,1
54200,48400,545,10,22.9,33,4,2060,debt_consolidation,own,bachelors,0.893,0.043,0
105100,47600,707,6,20.5,38,7,2320,home_improvement,rent,high_school,0.453,0.049,1
18000,42000,802,2,52.4,20,3,82050,debt_consolidation,rent,high_school,2.333,1.954,1
28600,18900,691,14,20.6,37,9,11300,other,other,bachelors,0.661,0.598,1
31800,78300,754,9,51.8,45,6,6260,home_improvement,mortgage,bachelors,2.462,0.08,1
46000,70400,771,2,28.5,39,4,5830,major_purchase,own,some_college,1.53,0.083,1
48300,108500,707,2,40.5,48,2,3280,debt_consolidation,mortgage,graduate,2.246,0.03,1
27500,41300,615,5,33.6,33,5,81180,home_improvement,mortgage,bachelors,1.502,1.966,0
34800,225700,701,6,65.0,32,4,3770,home_improvement,own,some_college,6.486,0.017,0
36800,45900,787,9,27.6,25,5,6060,debt_consolidation,mortgage,bachelors,1.247,0.132,1
163700,32400,730,6,8.9,33,2,490,medical,rent,bachelors,0.198,0.015,1
121900,29900,748,10,8.5,59,4,2020,home_improvement,own,some_college,0.245,0.068,1
45000,17800,645,4,10.0,41,3,2270,home_improvement,own,high_school,0.396,0.128,1
46000,175100,667,6,65.0,31,2,9710,debt_consolidation,mortgage,bachelors,3.807,0.055,1
32300,156300,674,15,65.0,26,4,1660,major_purchase,rent,some_college,4.839,0.011,1
23000,91200,680,10,65.0,20,2,5260,debt_consolidation,rent,bachelors,3.965,0.058,0
51400,32000,784,6,17.1,28,0,2100,home_improvement,mortgage,some_college,0.623,0.066,1
34600,212800,485,8,65.0,46,1,1050,education,rent,high_school,6.15,0.005,0
52100,46800,687,6,25.1,33,2,990,debt_consolidation,other,high_school,0.898,0.021,1
26400,49600,678,1,43.4,27,5,3860,education,rent,high_school,1.879,0.078,0
38400,163700,568,18,65.0,28,3,5680,education,mortgage,bachelors,4.263,0.035,0
57900,95000,742,3,34.5,45,3,3750,debt_consolidation,rent,high_school,1.641,0.039,0
63900,279500,623,4,65.0,37,5,1530,debt_consolidation,mortgage,bachelors,4.374,0.005,0
65400,71300,654,30,29.4,31,8,4050,medical,mortgage,bachelors,1.09,0.057,0
29900,45300,842,2,35.8,34,7,3130,other,mortgage,some_college,1.515,0.069,1
79600,39000,770,5,20.1,62,6,1140,debt_consolidation,own,some_college,0.49,0.029,0
37800,16400,733,15,10.2,51,3,5520,other,rent,graduate,0.434,0.337,1
72000,49300,717,21,22.0,54,2,61970,debt_consolidation,mortgage,high_school,0.685,1.257,1
53900,133400,671,9,60.8,18,7,3990,debt_consolidation,mortgage,some_college,2.475,0.03,0
29200,91100,753,14,64.3,36,7,640,education,mortgage,some_college,3.12,0.007,1
47000,60700,621,5,31.6,30,2,38410,debt_consolidation,rent,graduate,1.291,0.633,0
63900,29800,565,0,18.5,43,7,28570,medical,mortgage,graduate,0.466,0.959,0
71400,70200,733,14,23.5,49,5,36520,debt_consolidation,rent,bachelors,0.983,0.52,1
50800,121700,680,6,47.3,41,2,4630,debt_consolidation,rent,some_college,2.396,0.038,0
107900,80900,563,4,21.7,28,6,1640,other,rent,graduate,0.75,0.02,1
85300,67300,721,4,15.6,30,6,1410,debt_consolidation,mortgage,some_college,0.789,0.021,1
48300,34300,662,10,22.4,44,4,24290,major_purchase,mortgage,bachelors,0.71,0.708,1
75900,109900,730,10,36.3,45,6,46550,other,mortgage,graduate,1.448,0.424,1
129300,6700,722,6,2.5,39,8,1350,medical,mortgage,high_school,0.052,0.201,1
130900,78300,633,8,19.4,39,7,140,other,mortgage,bachelors,0.598,0.002,1
31200,361900,738,2,65.0,38,7,4790,other,rent,some_college,11.599,0.013,0
35700,20800,642,5,24.4,40,3,1390,debt_consolidation,rent,bachelors,0.583,0.067,0
105700,50600,648,2,21.9,45,2,1830,major_purchase,mortgage,some_college,0.479,0.036,1
33700,59500,639,2,43.1,44,5,3520,home_improvement,other,high_school,1.766,0.059,1
29900,43300,781,8,38.9,38,6,8720,major_purchase,other,bachelors,1.448,0.201,1
43500,123700,661,6,57.7,37,4,1650,medical,mortgage,high_school,2.844,0.013,0
65500,83300,801,4,31.9,37,9,5950,debt_consolidation,other,high_school,1.272,0.071,1
51700,66600,836,5,30.2,29,6,4120,medical,mortgage,high_school,1.288,0.062,1
40400,104600,622,8,50.6,29,6,190,home_improvement,mortgage,bachelors,2.589,0.002,0
40000,60600,436,10,35.6,43,4,10540,major_purchase,rent,bachelors,1.515,0.174,0
39300,554500,773,9,65.0,30,7,2610,home_improvement,own,some_college,14.109,0.005,0
36500,66600,655,1,40.0,46,2,840,debt_consolidation,rent,high_school,1.825,0.013,1
151300,68600,611,0,15.9,37,6,1780,major_purchase,rent,some_college,0.453,0.026,1
61900,18100,634,3,13.5,47,4,6530,home_improvement,mortgage,high_school,0.292,0.361,1
80700,40900,649,0,20.7,45,6,5240,education,mortgage,high_school,0.507,0.128,1
43500,133700,795,17,61.0,47,4,12120,medical,mortgage,bachelors,3.074,0.091,0
49800,23500,698,5,11.4,32,9,9060,education,mortgage,high_school,0.472,0.386,1
39300,13200,794,1,16.8,42,4,950,medical,mortgage,high_school,0.336,0.072,1
16400,61200,727,5,65.0,46,3,80,other,rent,high_school,3.732,0.001,0
29100,156300,658,0,65.0,20,3,5820,debt_consolidation,rent,graduate,5.371,0.037,0
24000,61700,651,1,49.7,56,4,11890,major_purchase,mortgage,some_college,2.571,0.193,0
19700,47300,732,4,50.7,62,2,3700,debt_consolidation,mortgage,bachelors,2.401,0.078,1
31600,16300,754,4,18.4,48,7,12390,home_improvement,mortgage,high_school,0.516,0.76,1
98300,82200,769,4,18.8,46,6,1210,education,mortgage,some_college,0.836,0.015,1
53100,95100,662,8,37.2,44,3,3030,major_purchase,own,bachelors,1.791,0.032,1
96800,17200,699,12,10.6,34,7,1350,major_purchase,mortgage,high_school,0.178,0.078,1
65200,132500,734,6,49.3,36,2,13050,major_purchase,mortgage,some_college,2.032,0.098,1
77000,102300,652,12,32.8,48,6,1370,debt_consolidation,rent,some_college,1.329,0.013,0
36100,132300,588,4,65.0,27,7,87890,other,own,graduate,3.665,0.664,0
68600,90100,616,14,30.8,26,3,2430,debt_consolidation,mortgage,bachelors,1.313,0.027,0
75200,94600,664,7,28.0,33,7,15020,debt_consolidation,rent,bachelors,1.258,0.159,0
41800,86200,741,11,43.5,45,2,2480,debt_consolidation,rent,some_college,2.062,0.029,1
69700,110000,792,4,39.3,28,8,31970,other,mortgage,bachelors,1.578,0.291,1
69900,16800,569,6,4.6,35,9,30310,home_improvement,rent,some_college,0.24,1.804,1
42300,20900,634,23,22.2,36,5,3120,home_improvement,rent,high_school,0.494,0.149,0
32700,35800,654,6,36.5,26,6,7220,debt_consolidation,rent,some_college,1.095,0.202,0
31800,54700,752,12,39.6,26,5,29250,debt_consolidation,rent,high_school,1.72,0.535,0
56300,78600,640,13,29.8,40,4,7530,debt_consolidation,rent,high_school,1.396,0.096,0
62800,75200,648,9,34.2,43,7,1350,debt_consolidation,rent,graduate,1.197,0.018,0
37900,130900,564,11,65.0,43,4,5420,home_improvement,own,graduate,3.454,0.041,1
54800,133800,726,4,49.8,44,3,1720,debt_consolidation,mortgage,bachelors,2.442,0.013,1
70000,32500,671,3,12.5,31,3,6070,home_improvement,rent,high_school,0.464,0.187,1
71600,70800,629,2,24.2,28,5,1630,home_improvement,own,high_school,0.989,0.023,0
108900,33100,662,8,14.2,42,3,8280,home_improvement,own,high_school,0.304,0.25,1
96200,52500,780,6,21.4,35,8,400,education,mortgage,bachelors,0.546,0.008,1
34500,75000,599,8,48.3,47,4,1020,debt_consolidation,mortgage,high_school,2.174,0.014,0
115600,5500,613,2,10.7,42,4,1620,home_improvement,rent,high_school,0.048,0.295,1
42700,323800,791,3,65.0,52,5,3930,debt_consolidation,mortgage,bachelors,7.583,0.012,0
86700,89000,691,12,29.9,32,2,590,other,mortgage,some_college,1.027,0.007,0
55900,39500,741,7,19.9,49,2,1430,other,rent,bachelors,0.707,0.036,0
45000,230800,719,7,65.0,60,3,14610,debt_consolidation,mortgage,some_college,5.129,0.063,0
24000,46900,681,5,40.6,38,4,17260,debt_consolidation,rent,some_college,1.954,0.368,0
50200,65700,655,3,33.1,43,4,140,debt_consolidation,mortgage,bachelors,1.309,0.002,0
26900,42600,755,14,45.3,27,5,2160,debt_consolidation,own,high_school,1.584,0.051,1
83700,190300,783,16,53.1,47,2,29280,debt_consolidation,mortgage,high_school,2.274,0.154,1
107200,55600,777,6,20.3,50,3,8440,debt_consolidation,rent,some_college,0.519,0.152,1
37900,66500,584,5,40.8,32,6,8690,debt_consolidation,rent,some_college,1.755,0.131,1
62100,139100,795,16,48.5,44,2,10830,debt_consolidation,mortgage,some_college,2.24,0.078,1
39100,90200,654,3,48.8,41,2,1280,debt_consolidation,other,some_college,2.307,0.014,1
40800,57600,620,4,31.2,42,2,6630,debt_consolidation,mortgage,some_college,1.412,0.115,0
76800,130300,670,11,32.4,46,4,9510,home_improvement,mortgage,some_college,1.697,0.073,1
53200,354000,755,4,65.0,43,3,5710,education,mortgage,graduate,6.654,0.016,0
118500,74800,730,6,13.2,36,5,2830,debt_consolidation,rent,high_school,0.631,0.038,1
43600,65000,663,0,37.4,47,4,4590,debt_consolidation,own,graduate,1.491,0.071,0
84900,67500,756,16,21.1,50,6,1000,other,own,bachelors,0.795,0.015,1
56600,149800,696,11,51.8,31,4,11610,debt_consolidation,rent,high_school,2.647,0.078,0
77500,39400,636,13,22.8,37,2,660,debt_consolidation,mortgage,high_school,0.508,0.017,1
44300,49300,624,2,22.2,18,1,1570,major_purchase,rent,some_college,1.113,0.032,0
53000,20400,719,18,12.3,44,3,12770,debt_consolidation,mortgage,bachelors,0.385,0.626,1
51400,26100,677,6,14.8,51,7,7380,home_improvement,mortgage,some_college,0.508,0.283,1
37200,41700,568,14,28.8,35,3,2500,medical,mortgage,some_college,1.121,0.06,0
73000,57600,757,8,19.8,39,5,450,home_improvement,rent,high_school,0.789,0.008,1
72600,206600,644,11,65.0,35,7,4610,medical,own,bachelors,2.846,0.022,0
70800,87100,820,8,24.7,33,5,2030,debt_consolidation,mortgage,graduate,1.23,0.023,1
108200,31600,565,4,29.6,40,3,9630,debt_consolidation,own,some_college,0.292,0.305,1
104000,36000,669,1,10.0,29,2,2380,debt_consolidation,other,bachelors,0.346,0.066,1
45800,156700,625,15,65.0,35,4,420,home_improvement,own,high_school,3.421,0.003,0
64100,131700,602,0,49.4,28,4,710,major_purchase,rent,some_college,2.055,0.005,0
40900,61100,643,12,34.4,44,1,2700,major_purchase,mortgage,bachelors,1.494,0.044,1
54700,43900,835,15,23.4,40,4,5720,debt_consolidation,rent,bachelors,0.803,0.13,1
41400,131600,697,1,63.7,33,5,960,other,mortgage,some_college,3.179,0.007,0
112300,29900,617,4,14.2,38,1,1700,debt_consolidation,mortgage,some_college,0.266,0.057,1
63800,78800,529,1,27.3,35,3,14910,other,other,high_school,1.235,0.189,0
49100,293900,538,3,65.0,50,1,23240,debt_consolidation,own,some_college,5.986,0.079,0
92700,69100,639,13,22.1,33,7,7240,major_purchase,rent,bachelors,0.745,0.105,1
20400,34800,631,11,34.7,44,8,3300,major_purchase,rent,bachelors,1.706,0.095,0
21900,79800,665,10,65.0,30,4,2060,major_purchase,own,high_school,3.644,0.026,1
77500,43100,491,4,19.5,46,5,10460,medical,rent,graduate,0.556,0.243,1
55700,22600,677,0,12.4,49,7,3160,major_purchase,mortgage,graduate,0.406,0.14,1
60600,97800,772,2,35.3,49,2,17820,major_purchase,mortgage,high_school,1.614,0.182,1
29800,130900,822,5,65.0,54,8,19180,education,own,high_school,4.393,0.147,0
53600,48200,523,2,28.5,41,6,8730,debt_consolidation,rent,some_college,0.899,0.181,1
133500,46000,616,12,13.6,51,6,2450,home_improvement,own,graduate,0.345,0.053,1
78500,30500,612,19,18.7,55,6,2730,major_purchase,mortgage,some_college,0.389,0.09,1
58500,53900,697,8,29.3,25,1,490,debt_consolidation,rent,some_college,0.921,0.009,1
44500,40400,581,1,29.6,31,9,4570,debt_consolidation,own,graduate,0.908,0.113,1
45400,29500,827,15,21.4,21,3,4370,debt_consolidation,mortgage,high_school,0.65,0.148,1
20800,225100,688,7,65.0,49,2,710,debt_consolidation,own,graduate,10.822,0.003,0
60800,83000,674,6,36.1,21,3,134570,major_purchase,own,bachelors,1.365,1.621,1
79300,89400,820,9,27.5,18,5,10710,major_purchase,mortgage,some_college,1.127,0.12,1
26700,111100,683,2,65.0,25,5,1520,debt_consolidation,mortgage,bachelors,4.161,0.014,0
40200,102700,719,4,51.5,18,3,87190,home_improvement,rent,bachelors,2.555,0.849,1
32200,44800,621,6,30.6,40,5,2450,debt_consolidation,rent,some_college,1.391,0.055,0
35100,72500,568,7,42.4,26,4,15720,other,other,bachelors,2.066,0.217,0
55500,49600,633,8,18.8,19,0,5560,major_purchase,rent,some_college,0.894,0.112,0
21200,81400,738,9,65.0,37,2,2570,debt_consolidation,other,bachelors,3.84,0.032,0
71400,76100,708,3,23.1,38,4,3070,debt_consolidation,mortgage,bachelors,1.066,0.04,1
76100,45800,602,1,21.1,30,2,36730,education,own,graduate,0.602,0.802,0
48400,23600,762,5,12.5,37,6,16760,home_improvement,mortgage,bachelors,0.488,0.71,1
17700,66300,569,5,65.0,34,1,4140,debt_consolidation,mortgage,graduate,3.746,0.062,0
34600,51900,551,1,35.0,34,8,280,major_purchase,rent,high_school,1.5,0.005,0
94400,15900,637,3,18.3,50,8,7530,debt_consolidation,mortgage,high_school,0.168,0.474,1
15500,85400,846,7,65.0,61,2,860,other,rent,some_college,5.51,0.01,0
46300,117700,646,4,48.2,34,6,10450,education,mortgage,high_school,2.542,0.089,0
31900,351500,627,7,65.0,23,3,1810,debt_consolidation,mortgage,graduate,11.019,0.005,0
77800,45500,545,4,15.1,35,3,2090,major_purchase,rent,high_school,0.585,0.046,1
40000,41100,691,10,23.9,40,7,2010,education,own,some_college,1.028,0.049,0
65000,27500,698,2,24.8,37,6,20510,debt_consolidation,rent,some_college,0.423,0.746,1
69900,69300,752,6,29.7,44,5,410,education,rent,bachelors,0.991,0.006,0
123800,69000,762,6,16.8,62,2,13810,home_improvement,mortgage,high_school,0.557,0.2,1
49400,33900,668,12,27.8,19,7,7940,debt_consolidation,mortgage,graduate,0.686,0.234,1
64200,53000,732,4,20.4,32,4,4440,other,rent,some_college,0.826,0.084,1
27800,15000,625,19,16.1,54,4,2620,major_purchase,rent,high_school,0.54,0.175,1
92600,114500,730,18,28.4,32,2,9710,debt_consolidation,mortgage,high_school,1.237,0.085,1
38500,34900,641,2,28.4,46,5,2650,home_improvement,rent,graduate,0.906,0.076,1
42100,58400,724,6,32.7,44,7,2620,major_purchase,mortgage,high_school,1.387,0.045,1
53600,22100,717,1,21.5,51,5,5370,major_purchase,mortgage,high_school,0.412,0.243,1
